epoch	validation_accuracy	validation_loss	validation_conf_matrix	train_accuracy	train_loss	train_conf_matrix
17	0.9746	6.412805557250977	{'tp': 2459, 'tn': 2414, 'fp': 89, 'fn': 38}	0.99365	5.9518818855285645	{'tp': 9943, 'tn': 9930, 'fp': 67, 'fn': 60}
18	0.9692	7.325775146484375	{'tp': 2455, 'tn': 2391, 'fp': 112, 'fn': 42}	0.992	6.546090126037598	{'tp': 9932, 'tn': 9908, 'fp': 89, 'fn': 71}
19	0.9714	6.466006278991699	{'tp': 2413, 'tn': 2444, 'fp': 59, 'fn': 84}	0.9948	5.0102667808532715	{'tp': 9956, 'tn': 9940, 'fp': 57, 'fn': 47}
20	0.9696	7.989863872528076	{'tp': 2467, 'tn': 2381, 'fp': 122, 'fn': 30}	0.99425	4.862339973449707	{'tp': 9948, 'tn': 9937, 'fp': 60, 'fn': 55}
21	0.973	7.541271209716797	{'tp': 2443, 'tn': 2422, 'fp': 81, 'fn': 54}	0.99485	3.992497444152832	{'tp': 9954, 'tn': 9943, 'fp': 54, 'fn': 49}
22	0.9736	7.8169355392456055	{'tp': 2418, 'tn': 2450, 'fp': 53, 'fn': 79}	0.9951	4.3586201667785645	{'tp': 9957, 'tn': 9945, 'fp': 52, 'fn': 46}
23	0.9738	7.964331150054932	{'tp': 2405, 'tn': 2464, 'fp': 39, 'fn': 92}	0.99465	4.5794501304626465	{'tp': 9949, 'tn': 9944, 'fp': 53, 'fn': 54}
24	0.969	9.755270004272461	{'tp': 2487, 'tn': 2358, 'fp': 145, 'fn': 10}	0.9947	4.7042622566223145	{'tp': 9954, 'tn': 9940, 'fp': 57, 'fn': 49}
25	0.9684	8.330761909484863	{'tp': 2468, 'tn': 2374, 'fp': 129, 'fn': 29}	0.9957	3.859921932220459	{'tp': 9961, 'tn': 9953, 'fp': 44, 'fn': 42}
26	0.969	8.87110424041748	{'tp': 2472, 'tn': 2373, 'fp': 130, 'fn': 25}	0.99665	2.863800287246704	{'tp': 9976, 'tn': 9957, 'fp': 40, 'fn': 27}
27	0.9758	6.519878387451172	{'tp': 2428, 'tn': 2451, 'fp': 52, 'fn': 69}	0.99655	3.2386562824249268	{'tp': 9971, 'tn': 9960, 'fp': 37, 'fn': 32}
28	0.9712	8.27434253692627	{'tp': 2402, 'tn': 2454, 'fp': 49, 'fn': 95}	0.9968	2.8624303340911865	{'tp': 9973, 'tn': 9963, 'fp': 34, 'fn': 30}
29	0.969	9.401229858398438	{'tp': 2383, 'tn': 2462, 'fp': 41, 'fn': 114}	0.99685	2.5373291969299316	{'tp': 9977, 'tn': 9960, 'fp': 37, 'fn': 26}
30	0.973	7.069238662719727	{'tp': 2442, 'tn': 2423, 'fp': 80, 'fn': 55}	0.99775	2.246674060821533	{'tp': 9981, 'tn': 9974, 'fp': 23, 'fn': 22}
31	0.9718	6.828505039215088	{'tp': 2420, 'tn': 2439, 'fp': 64, 'fn': 77}	0.9965	3.014312267303467	{'tp': 9968, 'tn': 9962, 'fp': 35, 'fn': 35}
32	0.9762	7.078245162963867	{'tp': 2431, 'tn': 2450, 'fp': 53, 'fn': 66}	0.9976	1.9881994724273682	{'tp': 9979, 'tn': 9973, 'fp': 24, 'fn': 24}
33	0.9734	9.090740203857422	{'tp': 2461, 'tn': 2406, 'fp': 97, 'fn': 36}	0.99795	1.8830044269561768	{'tp': 9982, 'tn': 9977, 'fp': 20, 'fn': 21}
34	0.9708	7.888861179351807	{'tp': 2410, 'tn': 2444, 'fp': 59, 'fn': 87}	0.9959	3.4955077171325684	{'tp': 9965, 'tn': 9953, 'fp': 44, 'fn': 38}
35	0.9746	7.807182788848877	{'tp': 2427, 'tn': 2446, 'fp': 57, 'fn': 70}	0.99775	2.052490711212158	{'tp': 9982, 'tn': 9973, 'fp': 24, 'fn': 21}
36	0.9724	8.724617004394531	{'tp': 2453, 'tn': 2409, 'fp': 94, 'fn': 44}	0.99835	1.6126697063446045	{'tp': 9988, 'tn': 9979, 'fp': 18, 'fn': 15}
37	0.9736	7.989192008972168	{'tp': 2444, 'tn': 2424, 'fp': 79, 'fn': 53}	0.99785	1.7298908233642578	{'tp': 9981, 'tn': 9976, 'fp': 21, 'fn': 22}
38	0.9718	9.685495376586914	{'tp': 2394, 'tn': 2465, 'fp': 38, 'fn': 103}	0.9985	1.3704031705856323	{'tp': 9987, 'tn': 9983, 'fp': 14, 'fn': 16}
39	0.9754	7.268314361572266	{'tp': 2433, 'tn': 2444, 'fp': 59, 'fn': 64}	0.99845	1.6891030073165894	{'tp': 9989, 'tn': 9980, 'fp': 17, 'fn': 14}
40	0.9754	7.480827808380127	{'tp': 2436, 'tn': 2441, 'fp': 62, 'fn': 61}	0.99855	1.324647068977356	{'tp': 9989, 'tn': 9982, 'fp': 15, 'fn': 14}
41	0.9774	7.823858261108398	{'tp': 2455, 'tn': 2432, 'fp': 71, 'fn': 42}	0.99855	1.2053146362304688	{'tp': 9990, 'tn': 9981, 'fp': 16, 'fn': 13}
42	0.9698	10.127371788024902	{'tp': 2466, 'tn': 2383, 'fp': 120, 'fn': 31}	0.99735	2.127272367477417	{'tp': 9978, 'tn': 9969, 'fp': 28, 'fn': 25}
43	0.977	7.47042179107666	{'tp': 2441, 'tn': 2444, 'fp': 59, 'fn': 56}	0.9981	1.5824329853057861	{'tp': 9983, 'tn': 9979, 'fp': 18, 'fn': 20}
44	0.9742	7.839457035064697	{'tp': 2418, 'tn': 2453, 'fp': 50, 'fn': 79}	0.998	1.999100685119629	{'tp': 9984, 'tn': 9976, 'fp': 21, 'fn': 19}
45	0.9718	9.43233871459961	{'tp': 2391, 'tn': 2468, 'fp': 35, 'fn': 106}	0.998	1.9560351371765137	{'tp': 9984, 'tn': 9976, 'fp': 21, 'fn': 19}
46	0.9716	9.811355590820312	{'tp': 2408, 'tn': 2450, 'fp': 53, 'fn': 89}	0.99865	1.2547461986541748	{'tp': 9990, 'tn': 9983, 'fp': 14, 'fn': 13}
47	0.9742	8.717267036437988	{'tp': 2399, 'tn': 2472, 'fp': 31, 'fn': 98}	0.9979	2.2538235187530518	{'tp': 9981, 'tn': 9977, 'fp': 20, 'fn': 22}
48	0.9794	6.8088459968566895	{'tp': 2459, 'tn': 2438, 'fp': 65, 'fn': 38}	0.99875	1.2557154893875122	{'tp': 9990, 'tn': 9985, 'fp': 12, 'fn': 13}
49	0.9712	9.200162887573242	{'tp': 2406, 'tn': 2450, 'fp': 53, 'fn': 91}	0.9987	1.1572738885879517	{'tp': 9988, 'tn': 9986, 'fp': 11, 'fn': 15}
50	0.9724	7.7043657302856445	{'tp': 2404, 'tn': 2458, 'fp': 45, 'fn': 93}	0.9979	1.93113374710083	{'tp': 9983, 'tn': 9975, 'fp': 22, 'fn': 20}
51	0.9738	9.471375465393066	{'tp': 2429, 'tn': 2440, 'fp': 63, 'fn': 68}	0.9982	1.8472250699996948	{'tp': 9985, 'tn': 9979, 'fp': 18, 'fn': 18}
52	0.9746	7.464266300201416	{'tp': 2411, 'tn': 2462, 'fp': 41, 'fn': 86}	0.9979	1.8260045051574707	{'tp': 9981, 'tn': 9977, 'fp': 20, 'fn': 22}
53	0.9718	9.791440963745117	{'tp': 2388, 'tn': 2471, 'fp': 32, 'fn': 109}	0.99915	0.7156715393066406	{'tp': 9997, 'tn': 9986, 'fp': 11, 'fn': 6}
54	0.9768	8.421420097351074	{'tp': 2440, 'tn': 2444, 'fp': 59, 'fn': 57}	0.9994	0.6152006387710571	{'tp': 9995, 'tn': 9993, 'fp': 4, 'fn': 8}
55	0.9712	9.520816802978516	{'tp': 2389, 'tn': 2467, 'fp': 36, 'fn': 108}	0.99855	1.5441745519638062	{'tp': 9991, 'tn': 9980, 'fp': 17, 'fn': 12}
56	0.974	9.988149642944336	{'tp': 2404, 'tn': 2466, 'fp': 37, 'fn': 93}	0.99885	0.8457695245742798	{'tp': 9993, 'tn': 9984, 'fp': 13, 'fn': 10}
57	0.9768	7.826423168182373	{'tp': 2440, 'tn': 2444, 'fp': 59, 'fn': 57}	0.99875	0.876683235168457	{'tp': 9991, 'tn': 9984, 'fp': 13, 'fn': 12}
58	0.9742	8.01955509185791	{'tp': 2446, 'tn': 2425, 'fp': 78, 'fn': 51}	0.99855	1.5571593046188354	{'tp': 9988, 'tn': 9983, 'fp': 14, 'fn': 15}
59	0.9764	7.8288893699646	{'tp': 2420, 'tn': 2462, 'fp': 41, 'fn': 77}	0.9991	1.0997203588485718	{'tp': 9993, 'tn': 9989, 'fp': 8, 'fn': 10}
60	0.9812	7.599939823150635	{'tp': 2445, 'tn': 2461, 'fp': 42, 'fn': 52}	0.9993	0.738662838935852	{'tp': 9998, 'tn': 9988, 'fp': 9, 'fn': 5}
61	0.9762	9.419720649719238	{'tp': 2416, 'tn': 2465, 'fp': 38, 'fn': 81}	0.9996	0.3893328905105591	{'tp': 10000, 'tn': 9992, 'fp': 5, 'fn': 3}
62	0.9768	8.431815147399902	{'tp': 2444, 'tn': 2440, 'fp': 63, 'fn': 53}	0.9995	0.4411293566226959	{'tp': 9998, 'tn': 9992, 'fp': 5, 'fn': 5}
63	0.9794	7.90507173538208	{'tp': 2456, 'tn': 2441, 'fp': 62, 'fn': 41}	0.9991	0.6633029580116272	{'tp': 9995, 'tn': 9987, 'fp': 10, 'fn': 8}
64	0.9784	7.961230278015137	{'tp': 2435, 'tn': 2457, 'fp': 46, 'fn': 62}	0.99825	1.3017382621765137	{'tp': 9987, 'tn': 9978, 'fp': 19, 'fn': 16}
65	0.976	9.774514198303223	{'tp': 2442, 'tn': 2438, 'fp': 65, 'fn': 55}	0.99885	1.3133950233459473	{'tp': 9991, 'tn': 9986, 'fp': 11, 'fn': 12}
66	0.9714	12.75666332244873	{'tp': 2383, 'tn': 2474, 'fp': 29, 'fn': 114}	0.9989	0.9584096670150757	{'tp': 9992, 'tn': 9986, 'fp': 11, 'fn': 11}
67	0.9692	13.619537353515625	{'tp': 2367, 'tn': 2479, 'fp': 24, 'fn': 130}	0.9994	0.5263977646827698	{'tp': 9996, 'tn': 9992, 'fp': 5, 'fn': 7}
68	0.9758	9.67895221710205	{'tp': 2421, 'tn': 2458, 'fp': 45, 'fn': 76}	0.99905	0.8662554025650024	{'tp': 9994, 'tn': 9987, 'fp': 10, 'fn': 9}
69	0.976	9.96060562133789	{'tp': 2428, 'tn': 2452, 'fp': 51, 'fn': 69}	0.99925	0.6203492283821106	{'tp': 9997, 'tn': 9988, 'fp': 9, 'fn': 6}
70	0.9708	11.133305549621582	{'tp': 2403, 'tn': 2451, 'fp': 52, 'fn': 94}	0.99925	0.655518651008606	{'tp': 9996, 'tn': 9989, 'fp': 8, 'fn': 7}
71	0.9724	10.242440223693848	{'tp': 2428, 'tn': 2434, 'fp': 69, 'fn': 69}	0.99895	0.8585754036903381	{'tp': 9991, 'tn': 9988, 'fp': 9, 'fn': 12}
72	0.9754	8.947042465209961	{'tp': 2418, 'tn': 2459, 'fp': 44, 'fn': 79}	0.99865	1.3689683675765991	{'tp': 9991, 'tn': 9982, 'fp': 15, 'fn': 12}
73	0.9756	7.838315963745117	{'tp': 2418, 'tn': 2460, 'fp': 43, 'fn': 79}	0.999	0.8386698365211487	{'tp': 9994, 'tn': 9986, 'fp': 11, 'fn': 9}
74	0.9798	8.651179313659668	{'tp': 2453, 'tn': 2446, 'fp': 57, 'fn': 44}	0.99955	0.3742210566997528	{'tp': 9999, 'tn': 9992, 'fp': 5, 'fn': 4}
