epoch	validation_accuracy	validation_loss	validation_conf_matrix	train_accuracy	train_loss	train_conf_matrix
0	0.9872	2.831205129623413	{'tp': 2541, 'tn': 2395, 'fp': 32, 'fn': 32}	0.9621	30.659381866455078	{'tp': 9515, 'tn': 9727, 'fp': 346, 'fn': 412}
1	0.987	2.608553171157837	{'tp': 2529, 'tn': 2406, 'fp': 21, 'fn': 44}	0.98595	11.813132286071777	{'tp': 9807, 'tn': 9912, 'fp': 161, 'fn': 120}
2	0.9828	3.1893560886383057	{'tp': 2541, 'tn': 2373, 'fp': 54, 'fn': 32}	0.98925	9.29963493347168	{'tp': 9830, 'tn': 9955, 'fp': 118, 'fn': 97}
3	0.9902	1.8905819654464722	{'tp': 2548, 'tn': 2403, 'fp': 24, 'fn': 25}	0.99215	6.918407440185547	{'tp': 9860, 'tn': 9983, 'fp': 90, 'fn': 67}
4	0.9898	2.515928030014038	{'tp': 2539, 'tn': 2410, 'fp': 17, 'fn': 34}	0.99385	5.597757816314697	{'tp': 9874, 'tn': 10003, 'fp': 70, 'fn': 53}
5	0.9884	2.25437593460083	{'tp': 2547, 'tn': 2395, 'fp': 32, 'fn': 26}	0.9947	4.820358753204346	{'tp': 9881, 'tn': 10013, 'fp': 60, 'fn': 46}
6	0.9898	2.13846492767334	{'tp': 2557, 'tn': 2392, 'fp': 35, 'fn': 16}	0.99585	3.589860439300537	{'tp': 9891, 'tn': 10026, 'fp': 47, 'fn': 36}
7	0.9834	3.562842607498169	{'tp': 2500, 'tn': 2417, 'fp': 10, 'fn': 73}	0.9955	4.118853569030762	{'tp': 9888, 'tn': 10022, 'fp': 51, 'fn': 39}
8	0.9864	3.286829948425293	{'tp': 2515, 'tn': 2417, 'fp': 10, 'fn': 58}	0.99535	4.150308132171631	{'tp': 9888, 'tn': 10019, 'fp': 54, 'fn': 39}
9	0.989	2.8506393432617188	{'tp': 2545, 'tn': 2400, 'fp': 27, 'fn': 28}	0.99725	2.586759567260742	{'tp': 9903, 'tn': 10042, 'fp': 31, 'fn': 24}
10	0.982	4.8410773277282715	{'tp': 2497, 'tn': 2413, 'fp': 14, 'fn': 76}	0.9971	2.368257999420166	{'tp': 9902, 'tn': 10040, 'fp': 33, 'fn': 25}
11	0.9896	2.689028739929199	{'tp': 2533, 'tn': 2415, 'fp': 12, 'fn': 40}	0.9971	2.5487732887268066	{'tp': 9899, 'tn': 10043, 'fp': 30, 'fn': 28}
12	0.9918	2.080902099609375	{'tp': 2554, 'tn': 2405, 'fp': 22, 'fn': 19}	0.9982	1.6677665710449219	{'tp': 9913, 'tn': 10051, 'fp': 22, 'fn': 14}
13	0.988	3.3019697666168213	{'tp': 2525, 'tn': 2415, 'fp': 12, 'fn': 48}	0.99845	1.6381107568740845	{'tp': 9913, 'tn': 10056, 'fp': 17, 'fn': 14}
14	0.9914	2.1613264083862305	{'tp': 2549, 'tn': 2408, 'fp': 19, 'fn': 24}	0.99875	1.26703941822052	{'tp': 9913, 'tn': 10062, 'fp': 11, 'fn': 14}
15	0.9938	1.8142486810684204	{'tp': 2553, 'tn': 2416, 'fp': 11, 'fn': 20}	0.99935	0.5837051272392273	{'tp': 9921, 'tn': 10066, 'fp': 7, 'fn': 6}
16	0.9894	2.543835401535034	{'tp': 2538, 'tn': 2409, 'fp': 18, 'fn': 35}	0.99875	1.3362841606140137	{'tp': 9915, 'tn': 10060, 'fp': 13, 'fn': 12}
17	0.9928	1.9508259296417236	{'tp': 2552, 'tn': 2412, 'fp': 15, 'fn': 21}	0.9984	1.5783947706222534	{'tp': 9914, 'tn': 10054, 'fp': 19, 'fn': 13}
18	0.9932	1.836882472038269	{'tp': 2556, 'tn': 2410, 'fp': 17, 'fn': 17}	0.9991	0.6968152523040771	{'tp': 9922, 'tn': 10060, 'fp': 13, 'fn': 5}
19	0.9894	2.338670253753662	{'tp': 2562, 'tn': 2385, 'fp': 42, 'fn': 11}	0.99835	1.6107927560806274	{'tp': 9911, 'tn': 10056, 'fp': 17, 'fn': 16}
20	0.9912	2.593817710876465	{'tp': 2539, 'tn': 2417, 'fp': 10, 'fn': 34}	0.99805	1.6696710586547852	{'tp': 9911, 'tn': 10050, 'fp': 23, 'fn': 16}
21	0.9916	2.156745672225952	{'tp': 2544, 'tn': 2414, 'fp': 13, 'fn': 29}	0.99935	0.7673798203468323	{'tp': 9922, 'tn': 10065, 'fp': 8, 'fn': 5}
22	0.992	2.217679262161255	{'tp': 2556, 'tn': 2404, 'fp': 23, 'fn': 17}	0.999	0.7288126349449158	{'tp': 9917, 'tn': 10063, 'fp': 10, 'fn': 10}
23	0.9922	1.8712201118469238	{'tp': 2557, 'tn': 2404, 'fp': 23, 'fn': 16}	0.9992	0.7679018974304199	{'tp': 9921, 'tn': 10063, 'fp': 10, 'fn': 6}
24	0.9928	2.1220860481262207	{'tp': 2547, 'tn': 2417, 'fp': 10, 'fn': 26}	0.9995	0.6434909105300903	{'tp': 9923, 'tn': 10067, 'fp': 6, 'fn': 4}
25	0.9908	2.44535231590271	{'tp': 2531, 'tn': 2423, 'fp': 4, 'fn': 42}	0.99865	1.305816411972046	{'tp': 9917, 'tn': 10056, 'fp': 17, 'fn': 10}
26	0.9918	2.213893413543701	{'tp': 2551, 'tn': 2408, 'fp': 19, 'fn': 22}	0.99935	0.6464765071868896	{'tp': 9921, 'tn': 10066, 'fp': 7, 'fn': 6}
27	0.993	1.8027387857437134	{'tp': 2552, 'tn': 2413, 'fp': 14, 'fn': 21}	0.9994	0.6455442905426025	{'tp': 9924, 'tn': 10064, 'fp': 9, 'fn': 3}
28	0.9936	2.115994453430176	{'tp': 2556, 'tn': 2412, 'fp': 15, 'fn': 17}	0.9996	0.3664264976978302	{'tp': 9922, 'tn': 10070, 'fp': 3, 'fn': 5}
29	0.9912	3.377276659011841	{'tp': 2534, 'tn': 2422, 'fp': 5, 'fn': 39}	0.9992	0.7715969085693359	{'tp': 9919, 'tn': 10065, 'fp': 8, 'fn': 8}
30	0.9914	2.245763063430786	{'tp': 2550, 'tn': 2407, 'fp': 20, 'fn': 23}	0.99935	0.6103776693344116	{'tp': 9920, 'tn': 10067, 'fp': 6, 'fn': 7}
31	0.9916	2.346766948699951	{'tp': 2543, 'tn': 2415, 'fp': 12, 'fn': 30}	0.99945	0.47811099886894226	{'tp': 9921, 'tn': 10068, 'fp': 5, 'fn': 6}
32	0.9922	2.2500216960906982	{'tp': 2547, 'tn': 2414, 'fp': 13, 'fn': 26}	0.9994	0.44198301434516907	{'tp': 9922, 'tn': 10066, 'fp': 7, 'fn': 5}
