epoch	validation_accuracy	validation_loss	validation_conf_matrix	train_accuracy	train_loss	train_conf_matrix
0	0.7724	37.02641677856445	{'tp': 1991, 'tn': 1871, 'fp': 606, 'fn': 532}	0.69045	179.00259399414062	{'tp': 6626, 'tn': 7183, 'fp': 2840, 'fn': 3351}
1	0.8222	31.658201217651367	{'tp': 2259, 'tn': 1852, 'fp': 625, 'fn': 264}	0.8132	124.9377212524414	{'tp': 7987, 'tn': 8277, 'fp': 1746, 'fn': 1990}
2	0.863	24.19140625	{'tp': 2358, 'tn': 1957, 'fp': 520, 'fn': 165}	0.8537	101.42244720458984	{'tp': 8508, 'tn': 8566, 'fp': 1457, 'fn': 1469}
3	0.8814	21.622234344482422	{'tp': 2344, 'tn': 2063, 'fp': 414, 'fn': 179}	0.88255	84.50846862792969	{'tp': 8863, 'tn': 8788, 'fp': 1235, 'fn': 1114}
4	0.8926	19.85762596130371	{'tp': 2268, 'tn': 2195, 'fp': 282, 'fn': 255}	0.8978	75.345703125	{'tp': 9014, 'tn': 8942, 'fp': 1081, 'fn': 963}
5	0.9008	18.645631790161133	{'tp': 2278, 'tn': 2226, 'fp': 251, 'fn': 245}	0.90725	68.27265930175781	{'tp': 9101, 'tn': 9044, 'fp': 979, 'fn': 876}
6	0.9088	18.459251403808594	{'tp': 2326, 'tn': 2218, 'fp': 259, 'fn': 197}	0.9174	61.79460525512695	{'tp': 9190, 'tn': 9158, 'fp': 865, 'fn': 787}
7	0.9036	19.00644874572754	{'tp': 2418, 'tn': 2100, 'fp': 377, 'fn': 105}	0.9248	56.32417297363281	{'tp': 9266, 'tn': 9230, 'fp': 793, 'fn': 711}
8	0.92	15.987702369689941	{'tp': 2386, 'tn': 2214, 'fp': 263, 'fn': 137}	0.9266	54.3474235534668	{'tp': 9270, 'tn': 9262, 'fp': 761, 'fn': 707}
9	0.8736	26.790077209472656	{'tp': 2479, 'tn': 1889, 'fp': 588, 'fn': 44}	0.93395	49.53511428833008	{'tp': 9341, 'tn': 9338, 'fp': 685, 'fn': 636}
10	0.9186	16.728219985961914	{'tp': 2377, 'tn': 2216, 'fp': 261, 'fn': 146}	0.9401	45.889915466308594	{'tp': 9410, 'tn': 9392, 'fp': 631, 'fn': 567}
11	0.9116	20.224891662597656	{'tp': 2447, 'tn': 2111, 'fp': 366, 'fn': 76}	0.9467	40.014251708984375	{'tp': 9484, 'tn': 9450, 'fp': 573, 'fn': 493}
12	0.9178	17.876798629760742	{'tp': 2401, 'tn': 2188, 'fp': 289, 'fn': 122}	0.94515	41.43608474731445	{'tp': 9460, 'tn': 9443, 'fp': 580, 'fn': 517}
13	0.9262	16.096511840820312	{'tp': 2334, 'tn': 2297, 'fp': 180, 'fn': 189}	0.9516	36.88093185424805	{'tp': 9508, 'tn': 9524, 'fp': 499, 'fn': 469}
14	0.9248	15.582547187805176	{'tp': 2392, 'tn': 2232, 'fp': 245, 'fn': 131}	0.9537	34.8787727355957	{'tp': 9546, 'tn': 9528, 'fp': 495, 'fn': 431}
15	0.9238	16.71526336669922	{'tp': 2359, 'tn': 2260, 'fp': 217, 'fn': 164}	0.95585	32.847347259521484	{'tp': 9558, 'tn': 9559, 'fp': 464, 'fn': 419}
16	0.9222	17.769132614135742	{'tp': 2345, 'tn': 2266, 'fp': 211, 'fn': 178}	0.9604	30.874086380004883	{'tp': 9589, 'tn': 9619, 'fp': 404, 'fn': 388}
17	0.922	17.68204116821289	{'tp': 2421, 'tn': 2189, 'fp': 288, 'fn': 102}	0.96375	28.649686813354492	{'tp': 9652, 'tn': 9623, 'fp': 400, 'fn': 325}
18	0.9278	16.1829891204834	{'tp': 2343, 'tn': 2296, 'fp': 181, 'fn': 180}	0.963	28.155040740966797	{'tp': 9633, 'tn': 9627, 'fp': 396, 'fn': 344}
19	0.9128	21.861114501953125	{'tp': 2218, 'tn': 2346, 'fp': 131, 'fn': 305}	0.96905	24.184398651123047	{'tp': 9691, 'tn': 9690, 'fp': 333, 'fn': 286}
20	0.9246	18.631454467773438	{'tp': 2429, 'tn': 2194, 'fp': 283, 'fn': 94}	0.966	25.998106002807617	{'tp': 9660, 'tn': 9660, 'fp': 363, 'fn': 317}
21	0.9192	20.704147338867188	{'tp': 2394, 'tn': 2202, 'fp': 275, 'fn': 129}	0.97115	22.723134994506836	{'tp': 9705, 'tn': 9718, 'fp': 305, 'fn': 272}
22	0.9252	19.881593704223633	{'tp': 2361, 'tn': 2265, 'fp': 212, 'fn': 162}	0.97285	21.512020111083984	{'tp': 9714, 'tn': 9743, 'fp': 280, 'fn': 263}
23	0.9128	27.700611114501953	{'tp': 2471, 'tn': 2093, 'fp': 384, 'fn': 52}	0.97465	19.760852813720703	{'tp': 9728, 'tn': 9765, 'fp': 258, 'fn': 249}
24	0.93	16.606582641601562	{'tp': 2367, 'tn': 2283, 'fp': 194, 'fn': 156}	0.9766	19.330093383789062	{'tp': 9750, 'tn': 9782, 'fp': 241, 'fn': 227}
25	0.9218	20.57367515563965	{'tp': 2416, 'tn': 2193, 'fp': 284, 'fn': 107}	0.97665	18.85855484008789	{'tp': 9765, 'tn': 9768, 'fp': 255, 'fn': 212}
26	0.9238	19.44080352783203	{'tp': 2321, 'tn': 2298, 'fp': 179, 'fn': 202}	0.9795	16.579030990600586	{'tp': 9779, 'tn': 9811, 'fp': 212, 'fn': 198}
27	0.9308	18.567428588867188	{'tp': 2376, 'tn': 2278, 'fp': 199, 'fn': 147}	0.97855	17.24488639831543	{'tp': 9764, 'tn': 9807, 'fp': 216, 'fn': 213}
28	0.9272	20.81249237060547	{'tp': 2304, 'tn': 2332, 'fp': 145, 'fn': 219}	0.97905	16.605070114135742	{'tp': 9776, 'tn': 9805, 'fp': 218, 'fn': 201}
29	0.9266	20.230270385742188	{'tp': 2310, 'tn': 2323, 'fp': 154, 'fn': 213}	0.98205	14.570830345153809	{'tp': 9807, 'tn': 9834, 'fp': 189, 'fn': 170}
30	0.9104	24.214771270751953	{'tp': 2177, 'tn': 2375, 'fp': 102, 'fn': 346}	0.9813	14.744709968566895	{'tp': 9788, 'tn': 9838, 'fp': 185, 'fn': 189}
31	0.9224	20.8526611328125	{'tp': 2262, 'tn': 2350, 'fp': 127, 'fn': 261}	0.98415	13.409773826599121	{'tp': 9822, 'tn': 9861, 'fp': 162, 'fn': 155}
32	0.9166	22.100244522094727	{'tp': 2264, 'tn': 2319, 'fp': 158, 'fn': 259}	0.98275	13.70775318145752	{'tp': 9805, 'tn': 9850, 'fp': 173, 'fn': 172}
33	0.9016	28.83683967590332	{'tp': 2125, 'tn': 2383, 'fp': 94, 'fn': 398}	0.98565	11.514567375183105	{'tp': 9830, 'tn': 9883, 'fp': 140, 'fn': 147}
34	0.925	20.247608184814453	{'tp': 2348, 'tn': 2277, 'fp': 200, 'fn': 175}	0.98535	11.901898384094238	{'tp': 9831, 'tn': 9876, 'fp': 147, 'fn': 146}
