epoch	validation_accuracy	validation_loss	train_accuracy	train_loss
0	0.36880001425743103	30.083723068237305	0.30774998664855957	121.84555053710938
1	0.45559999346733093	28.81031036376953	0.399150013923645	116.80873107910156
2	0.5306000113487244	27.30975341796875	0.49480000138282776	110.65020751953125
3	0.620199978351593	25.645795822143555	0.5783500075340271	104.30078125
4	0.6341999769210815	25.24587631225586	0.6323999762535095	100.1456298828125
5	0.670199990272522	24.629919052124023	0.6690000295639038	97.16780853271484
6	0.7021999955177307	23.922067642211914	0.6989499926567078	94.90605926513672
7	0.7002000212669373	23.98246192932129	0.7156000137329102	93.69691467285156
8	0.7264000177383423	23.46402359008789	0.7282000184059143	92.60436248779297
9	0.7264000177383423	23.510398864746094	0.7427499890327454	91.4739761352539
10	0.7639999985694885	22.71522331237793	0.7593500018119812	90.25489044189453
11	0.7541999816894531	22.938114166259766	0.7646499872207642	89.87775421142578
12	0.7447999715805054	23.13915252685547	0.7659000158309937	89.80785369873047
13	0.7576000094413757	22.854211807250977	0.7716000080108643	89.28462219238281
14	0.7929999828338623	22.182971954345703	0.781499981880188	88.41519927978516
15	0.7771999835968018	22.43992805480957	0.7937999963760376	87.52690124511719
16	0.7910000085830688	22.214214324951172	0.7806000113487244	88.54806518554688
17	0.7882000207901001	22.2564697265625	0.7967000007629395	87.26573944091797
18	0.7638000249862671	22.74113655090332	0.8001000285148621	86.98843383789062
19	0.7954000234603882	22.143722534179688	0.7950000166893005	87.34400177001953
20	0.8040000200271606	21.9742431640625	0.8062999844551086	86.53845977783203
21	0.7717999815940857	22.564468383789062	0.8083999752998352	86.35873413085938
22	0.7616000175476074	22.813671112060547	0.8045499920845032	86.68570709228516
23	0.8086000084877014	21.87101173400879	0.8144000172615051	85.92718505859375
24	0.7954000234603882	22.152099609375	0.8142499923706055	85.98672485351562
25	0.8194000124931335	21.669408798217773	0.8156499862670898	85.90760803222656
26	0.8077999949455261	21.885698318481445	0.8152499794960022	85.84429931640625
27	0.8345999717712402	21.37784194946289	0.8227499723434448	85.24016571044922
28	0.8166000247001648	21.710206985473633	0.8234500288963318	85.13438415527344
29	0.8123999834060669	21.83740234375	0.8216999769210815	85.31732940673828
30	0.8284000158309937	21.494619369506836	0.8314499855041504	84.59504699707031
31	0.8108000159263611	21.84882354736328	0.8310499787330627	84.77159881591797
32	0.8238000273704529	21.580842971801758	0.8329499959945679	84.47894287109375
33	0.7886000275611877	22.28113555908203	0.8294000029563904	84.81825256347656
34	0.8220000267028809	21.63747215270996	0.8339499831199646	84.51453399658203
35	0.8294000029563904	21.433189392089844	0.8319500088691711	84.58667755126953
36	0.8001999855041504	22.069684982299805	0.8309500217437744	84.6998062133789
37	0.8140000104904175	21.792659759521484	0.8385000228881836	84.17066955566406
38	0.8334000110626221	21.371536254882812	0.8367999792098999	84.25267791748047
39	0.8191999793052673	21.68255043029785	0.8328999876976013	84.46261596679688
40	0.8023999929428101	22.000812530517578	0.8403499722480774	83.93992614746094
41	0.828000009059906	21.483287811279297	0.83160001039505	84.5586929321289
42	0.8388000130653381	21.22501564025879	0.8452500104904175	83.51274108886719
43	0.8414000272750854	21.230602264404297	0.8452000021934509	83.57393646240234
44	0.8356000185012817	21.345111846923828	0.845300018787384	83.63261413574219
45	0.8349999785423279	21.34098243713379	0.8464999794960022	83.43618774414062
46	0.8295999765396118	21.438817977905273	0.8468999862670898	83.45025634765625
47	0.8367999792098999	21.315282821655273	0.8484500050544739	83.29131317138672
48	0.8325999975204468	21.40448570251465	0.847599983215332	83.29317474365234
49	0.8256000280380249	21.549407958984375	0.8531000018119812	83.0046615600586
50	0.8176000118255615	21.725727081298828	0.8511999845504761	83.1672592163086
51	0.8191999793052673	21.688701629638672	0.853600025177002	82.88658142089844
52	0.8137999773025513	21.75754165649414	0.8525999784469604	82.90548706054688
53	0.8320000171661377	21.401628494262695	0.8497499823570251	83.22467041015625
54	0.8356000185012817	21.396167755126953	0.8523499965667725	82.9515151977539
55	0.8209999799728394	21.590776443481445	0.8500499725341797	83.0067367553711
56	0.8312000036239624	21.437686920166016	0.8495000004768372	83.33078002929688
57	0.8388000130653381	21.265661239624023	0.8492500185966492	83.32794189453125
58	0.8618000149726868	20.793758392333984	0.8513000011444092	83.0450668334961
59	0.8579999804496765	20.92552947998047	0.8597000241279602	82.5182876586914
60	0.854200005531311	20.987808227539062	0.8557500243186951	82.7884292602539
61	0.840399980545044	21.219900131225586	0.8622000217437744	82.16392517089844
62	0.8392000198364258	21.2879695892334	0.8554999828338623	82.67443084716797
63	0.8149999976158142	21.75605583190918	0.8551999926567078	82.8303451538086
64	0.8414000272750854	21.227136611938477	0.8586500287055969	82.5991439819336
65	0.8546000123023987	20.992815017700195	0.8586500287055969	82.47222137451172
66	0.8432000279426575	21.192155838012695	0.8602499961853027	82.41448974609375
67	0.8398000001907349	21.290136337280273	0.8531500101089478	82.91011810302734
68	0.8428000211715698	21.229461669921875	0.8612499833106995	82.20866394042969
69	0.8360000252723694	21.374588012695312	0.8589000105857849	82.4586181640625
70	0.8565999865531921	20.967430114746094	0.8676000237464905	81.83651733398438
71	0.8618000149726868	20.82524871826172	0.863099992275238	82.14735412597656
72	0.8515999913215637	21.037744522094727	0.8629000186920166	82.18345642089844
73	0.8222000002861023	21.63265609741211	0.8622499704360962	82.29706573486328
74	0.8379999995231628	21.31993865966797	0.8529999852180481	82.93204498291016
75	0.8547999858856201	20.97157859802246	0.8667500019073486	81.90987396240234
76	0.8673999905586243	20.739151000976562	0.8659999966621399	81.92353820800781
77	0.8532000184059143	21.03346824645996	0.8605999946594238	82.30078887939453
78	0.8367999792098999	21.314838409423828	0.8704000115394592	81.67515563964844
79	0.8705999851226807	20.636642456054688	0.866599977016449	81.92648315429688
80	0.8600000143051147	20.833110809326172	0.8623999953269958	82.20584106445312
81	0.8503999710083008	21.033798217773438	0.8679999709129333	81.8052749633789
82	0.873199999332428	20.603200912475586	0.8620499968528748	82.12787628173828
83	0.859000027179718	20.89228630065918	0.8689000010490417	81.75755310058594
84	0.8464000225067139	21.154569625854492	0.8744500279426575	81.33443450927734
85	0.8514000177383423	21.055084228515625	0.8650000095367432	82.0940933227539
86	0.8582000136375427	20.889549255371094	0.8662999868392944	81.98082733154297
87	0.8399999737739563	21.269155502319336	0.8682000041007996	81.80091094970703
88	0.8485999703407288	21.074140548706055	0.869350016117096	81.57661437988281
89	0.8432000279426575	21.183246612548828	0.8686000108718872	81.76206970214844
90	0.8582000136375427	20.949329376220703	0.8709499835968018	81.56456756591797
91	0.8578000068664551	20.911409378051758	0.8726500272750854	81.4537353515625
92	0.871399998664856	20.642745971679688	0.8705499768257141	81.51115417480469
93	0.8393999934196472	21.27977180480957	0.8694000244140625	81.74490356445312
94	0.8677999973297119	20.698444366455078	0.8724499940872192	81.49186706542969
95	0.8712000250816345	20.66214942932129	0.8758500218391418	81.13787078857422
96	0.8492000102996826	21.114500045776367	0.8715500235557556	81.4829330444336
97	0.8528000116348267	20.962623596191406	0.8738499879837036	81.31208038330078
98	0.8629999756813049	20.760087966918945	0.8723000288009644	81.54057312011719
99	0.8547999858856201	20.978498458862305	0.8723499774932861	81.39997100830078
100	0.8669999837875366	20.727523803710938	0.8723999857902527	81.43846130371094
101	0.8601999878883362	20.846017837524414	0.8756999969482422	81.18660736083984
102	0.8802000284194946	20.46763801574707	0.8756499886512756	81.10977935791016
103	0.8661999702453613	20.743906021118164	0.8737000226974487	81.28425598144531
104	0.8518000245094299	21.073511123657227	0.8773000240325928	81.03189849853516
105	0.8592000007629395	20.886018753051758	0.8780999779701233	81.05848693847656
106	0.8442000150680542	21.1856746673584	0.8716999888420105	81.51476287841797
107	0.8411999940872192	21.211366653442383	0.8727999925613403	81.44470977783203
108	0.8773999810218811	20.52524757385254	0.8776999711990356	81.13964080810547
109	0.8443999886512756	21.157379150390625	0.8723999857902527	81.42132568359375
110	0.8626000285148621	20.80278968811035	0.8766499757766724	80.95306396484375
111	0.8644000291824341	20.782108306884766	0.8758999705314636	81.2422866821289
112	0.8650000095367432	20.72980499267578	0.8738499879837036	81.35482025146484
113	0.8555999994277954	20.937761306762695	0.8790000081062317	80.91545104980469
114	0.8528000116348267	20.999996185302734	0.8738999962806702	81.18199920654297
115	0.8718000054359436	20.628631591796875	0.878350019454956	80.98015594482422
116	0.8564000129699707	20.930706024169922	0.8781499862670898	81.00737762451172
117	0.8676000237464905	20.718460083007812	0.8744999766349792	81.25202178955078
118	0.866599977016449	20.725419998168945	0.8774999976158142	81.11427307128906
119	0.8758000135421753	20.547483444213867	0.8761500120162964	81.05458068847656
120	0.8754000067710876	20.57839012145996	0.8766999840736389	81.1004409790039
121	0.8453999757766724	21.14882469177246	0.8804000020027161	80.8282699584961
122	0.866599977016449	20.717546463012695	0.8769000172615051	81.08300018310547
123	0.8676000237464905	20.703712463378906	0.8790500164031982	80.84680938720703
124	0.8628000020980835	20.83694076538086	0.8773499727249146	81.23772430419922
125	0.859000027179718	20.864717483520508	0.8792499899864197	80.98794555664062
126	0.8410000205039978	21.213544845581055	0.8839499950408936	80.51628875732422
127	0.850600004196167	21.021774291992188	0.8716999888420105	81.5558090209961
128	0.8773999810218811	20.51897621154785	0.8776500225067139	81.16071319580078
129	0.847599983215332	21.098237991333008	0.8850499987602234	80.43995666503906
130	0.8726000189781189	20.664461135864258	0.8683500289916992	81.7430648803711
131	0.8709999918937683	20.67144203186035	0.8801000118255615	80.83711242675781
132	0.8636000156402588	20.819910049438477	0.8820000290870667	80.61600494384766
