epoch	validation_accuracy	validation_loss	train_accuracy	train_loss
0	0.7458000183105469	23.11339569091797	0.6650999784469604	97.44490051269531
1	0.7206000089645386	23.705827713012695	0.7639999985694885	90.05289459228516
2	0.771399974822998	22.680130004882812	0.7836999893188477	88.4197769165039
3	0.782800018787384	22.418262481689453	0.8078500032424927	86.54507446289062
4	0.7598000168800354	22.856006622314453	0.7448999881744385	91.55908966064453
5	0.795199990272522	22.177417755126953	0.7962499856948853	87.49835968017578
6	0.8151999711990356	21.81231689453125	0.8215000033378601	85.57184600830078
7	0.8222000002861023	21.653697967529297	0.8102999925613403	86.37602233886719
8	0.8417999744415283	21.29099464416504	0.837149977684021	84.2503662109375
9	0.8379999995231628	21.311372756958008	0.8324999809265137	84.62327575683594
10	0.8446000218391418	21.180927276611328	0.8539000153541565	82.94449615478516
11	0.8587999939918518	20.920475006103516	0.8487499952316284	83.37975311279297
12	0.8614000082015991	20.875730514526367	0.8549500107765198	82.8524169921875
13	0.8402000069618225	21.29571533203125	0.8579000234603882	82.67657470703125
14	0.8396000266075134	21.29227638244629	0.85794997215271	82.72736358642578
15	0.8748000264167786	20.583396911621094	0.8596500158309937	82.61495971679688
16	0.8532000184059143	21.0279598236084	0.8520500063896179	83.20234680175781
17	0.8543999791145325	20.989288330078125	0.8606500029563904	82.47456359863281
18	0.876800000667572	20.539518356323242	0.864799976348877	82.2246322631836
19	0.86080002784729	20.871313095092773	0.8636999726295471	82.20951080322266
20	0.8687999844551086	20.707805633544922	0.8657000064849854	82.04736328125
21	0.8726000189781189	20.63536834716797	0.8622000217437744	82.3446044921875
22	0.8622000217437744	20.860870361328125	0.8565000295639038	82.92292785644531
23	0.8754000067710876	20.57732391357422	0.8633000254631042	82.28706359863281
24	0.8601999878883362	20.893131256103516	0.8682500123977661	81.90773010253906
25	0.8465999960899353	21.141103744506836	0.8605999946594238	82.4635009765625
26	0.8722000122070312	20.637388229370117	0.849049985408783	83.34497833251953
27	0.8331999778747559	21.41361427307129	0.8470500111579895	83.42574310302734
28	0.8754000067710876	20.58649444580078	0.8660500049591064	81.97938537597656
29	0.8672000169754028	20.740793228149414	0.8676499724388123	81.93334197998047
30	0.8826000094413757	20.43426513671875	0.8715500235557556	81.60093688964844
31	0.8759999871253967	20.57282829284668	0.8729000091552734	81.50011444091797
