epoch	validation_accuracy	validation_loss	train_accuracy	train_loss
0	0.8777999877929688	20.526432037353516	0.7894499897956848	87.66703796386719
1	0.920799970626831	19.674983978271484	0.9060999751091003	78.8556137084961
2	0.8748000264167786	20.58954620361328	0.9064499735832214	78.8984375
3	0.9038000106811523	19.991851806640625	0.9185000061988831	77.85443115234375
4	0.9169999957084656	19.776609420776367	0.9131500124931335	78.318603515625
5	0.9154000282287598	19.79414939880371	0.9212499856948853	77.62890625
6	0.9228000044822693	19.636966705322266	0.9244499802589417	77.39713287353516
7	0.9210000038146973	19.66875648498535	0.9207500219345093	77.72210693359375
8	0.9269999861717224	19.560819625854492	0.909600019454956	78.5100326538086
9	0.9312000274658203	19.4576473236084	0.9223999977111816	77.51606750488281
10	0.9294000267982483	19.503841400146484	0.9277499914169312	77.19812774658203
11	0.9031999707221985	20.023046493530273	0.9205499887466431	77.71088409423828
12	0.9350000023841858	19.38896369934082	0.924049973487854	77.41387939453125
13	0.926800012588501	19.544939041137695	0.9265499711036682	77.24929809570312
14	0.925599992275238	19.567663192749023	0.9338499903678894	76.75015258789062
15	0.9265999794006348	19.556053161621094	0.9267500042915344	77.2829818725586
16	0.9074000120162964	19.944759368896484	0.9264500141143799	77.25605773925781
17	0.9175999760627747	19.74460792541504	0.929099977016449	77.03044128417969
18	0.9139999747276306	19.792938232421875	0.9314000010490417	76.87564849853516
19	0.9308000206947327	19.47481346130371	0.9347000122070312	76.55934143066406
20	0.9394000172615051	19.319971084594727	0.9289500117301941	76.99691009521484
21	0.9236000180244446	19.631195068359375	0.93545001745224	76.58012390136719
22	0.9363999962806702	19.362560272216797	0.9353500008583069	76.5628890991211
23	0.9290000200271606	19.487991333007812	0.9343500137329102	76.63743591308594
24	0.9417999982833862	19.252206802368164	0.9319999814033508	76.79251861572266
25	0.9398000240325928	19.293493270874023	0.9373000264167786	76.36233520507812
26	0.9318000078201294	19.445297241210938	0.9340999722480774	76.6309585571289
27	0.9416000247001648	19.28185272216797	0.9353500008583069	76.60487365722656
28	0.9362000226974487	19.371646881103516	0.9367499947547913	76.43492889404297
29	0.9394000172615051	19.28483009338379	0.9307000041007996	76.94044494628906
30	0.9413999915122986	19.276025772094727	0.9381499886512756	76.36962890625
31	0.9448000192642212	19.191553115844727	0.939050018787384	76.25025177001953
32	0.9233999848365784	19.626224517822266	0.9341999888420105	76.62806701660156
33	0.9404000043869019	19.297893524169922	0.9358000159263611	76.5300521850586
34	0.9444000124931335	19.215370178222656	0.9376999735832214	76.33734893798828
35	0.9376000165939331	19.345653533935547	0.9294000267982483	76.98311614990234
36	0.9336000084877014	19.405139923095703	0.942300021648407	76.02106475830078
37	0.944599986076355	19.19031524658203	0.9357500076293945	76.50700378417969
38	0.9394000172615051	19.323911666870117	0.9422000050544739	76.00548553466797
39	0.9477999806404114	19.130929946899414	0.9459999799728394	75.72177124023438
40	0.9366000294685364	19.362916946411133	0.937749981880188	76.30917358398438
41	0.9459999799728394	19.173484802246094	0.9430500268936157	75.92566680908203
42	0.9422000050544739	19.24374008178711	0.9422500133514404	76.04224395751953
43	0.9472000002861023	19.14058494567871	0.9445000290870667	75.82767486572266
44	0.9435999989509583	19.21836280822754	0.9409000277519226	76.08146667480469
45	0.9477999806404114	19.122629165649414	0.9433000087738037	75.88925170898438
46	0.9441999793052673	19.207061767578125	0.9442999958992004	75.88285064697266
47	0.9477999806404114	19.119932174682617	0.944100022315979	75.87330627441406
48	0.9441999793052673	19.204010009765625	0.9423999786376953	75.99382019042969
49	0.9502000212669373	19.09406089782715	0.949999988079071	75.39201354980469
50	0.9449999928474426	19.1814022064209	0.9482499957084656	75.59455108642578
51	0.9448000192642212	19.198001861572266	0.9459499716758728	75.73506927490234
52	0.9506000280380249	19.066621780395508	0.9478999972343445	75.5652847290039
53	0.951200008392334	19.063392639160156	0.9505000114440918	75.35560607910156
54	0.9488000273704529	19.123842239379883	0.9490500092506409	75.46967315673828
55	0.9452000260353088	19.17815589904785	0.9437000155448914	75.92054748535156
56	0.9373999834060669	19.346986770629883	0.9447500109672546	75.82843780517578
57	0.9426000118255615	19.227272033691406	0.9343000054359436	76.6565170288086
58	0.9452000260353088	19.19671630859375	0.939050018787384	76.2630844116211
59	0.9404000043869019	19.28519630432129	0.9463499784469604	75.66886901855469
60	0.944599986076355	19.204769134521484	0.9470000267028809	75.69559478759766
61	0.9506000280380249	19.071762084960938	0.9433500170707703	76.00375366210938
62	0.944599986076355	19.197731018066406	0.9467999935150146	75.65325927734375
63	0.9386000037193298	19.33533477783203	0.9481499791145325	75.52117156982422
64	0.9503999948501587	19.086814880371094	0.947950005531311	75.54116821289062
65	0.9484000205993652	19.12535858154297	0.9500499963760376	75.41722106933594
66	0.9453999996185303	19.182504653930664	0.9480500221252441	75.54225158691406
67	0.9490000009536743	19.11172866821289	0.9490000009536743	75.47268676757812
68	0.9401999711990356	19.276933670043945	0.9440500140190125	75.83649444580078
69	0.9527999758720398	19.0244197845459	0.9454500079154968	75.75153350830078
70	0.9470000267028809	19.160919189453125	0.949999988079071	75.37181091308594
71	0.9544000029563904	19.016952514648438	0.9502999782562256	75.37774658203125
72	0.9490000009536743	19.137636184692383	0.9521499872207642	75.23225402832031
73	0.9567999839782715	18.958791732788086	0.9543499946594238	75.0824203491211
74	0.9506000280380249	19.077713012695312	0.9505000114440918	75.33032989501953
75	0.9404000043869019	19.283538818359375	0.9513999819755554	75.36000061035156
76	0.9520000219345093	19.05100440979004	0.9538000226020813	75.09549713134766
77	0.9620000123977661	18.841279983520508	0.9546999931335449	75.00130462646484
78	0.9571999907493591	18.947078704833984	0.9532999992370605	75.16059112548828
79	0.9390000104904175	19.32234001159668	0.9517499804496765	75.30679321289062
80	0.9363999962806702	19.365591049194336	0.9486500024795532	75.50302124023438
81	0.9448000192642212	19.194021224975586	0.9486500024795532	75.48001861572266
82	0.9545999765396118	19.01019287109375	0.9502000212669373	75.35611724853516
83	0.9526000022888184	19.030336380004883	0.9523500204086304	75.25818634033203
84	0.9567999839782715	18.95789909362793	0.9537500143051147	75.11138916015625
85	0.9557999968528748	18.97183609008789	0.9561499953269958	74.89590454101562
86	0.954800009727478	18.996816635131836	0.9514999985694885	75.27080535888672
87	0.9498000144958496	19.094039916992188	0.9427000284194946	75.97491455078125
88	0.9520000219345093	19.06057357788086	0.9538499712944031	75.16999053955078
89	0.9458000063896179	19.17041015625	0.9485499858856201	75.48237609863281
90	0.9448000192642212	19.207195281982422	0.9495999813079834	75.47367858886719
91	0.949400007724762	19.12085723876953	0.9506999850273132	75.37134552001953
92	0.9584000110626221	18.916576385498047	0.9481499791145325	75.57158660888672
93	0.9521999955177307	19.03546905517578	0.9519000053405762	75.25875091552734
94	0.9502000212669373	19.08580780029297	0.9502999782562256	75.37937927246094
95	0.9524000287055969	19.042383193969727	0.954800009727478	75.02354431152344
96	0.9531999826431274	19.01893424987793	0.9559500217437744	74.92037200927734
97	0.949400007724762	19.083820343017578	0.9524000287055969	75.2381591796875
98	0.9441999793052673	19.210206985473633	0.9532999992370605	75.1412353515625
99	0.9416000247001648	19.243690490722656	0.9478499889373779	75.58358764648438
100	0.95660001039505	18.9730167388916	0.9523000121116638	75.2143783569336
101	0.9381999969482422	19.324085235595703	0.9544000029563904	75.0564956665039
102	0.954200029373169	19.0189266204834	0.9526000022888184	75.21906280517578
