epoch	validation_accuracy	validation_loss	validation_conf_matrix	train_accuracy	train_loss	train_conf_matrix
0	0.6132	73.05828857421875	{'tp': 623, 'tn': 2443, 'fp': 25, 'fn': 1909}	0.74	163.2933807373047	{'tp': 6967, 'tn': 7833, 'fp': 2199, 'fn': 3001}
1	0.7206	43.13060760498047	{'tp': 1205, 'tn': 2398, 'fp': 70, 'fn': 1327}	0.81435	127.8533935546875	{'tp': 7959, 'tn': 8328, 'fp': 1704, 'fn': 2009}
2	0.6998	52.85820388793945	{'tp': 1067, 'tn': 2432, 'fp': 36, 'fn': 1465}	0.83755	112.79597473144531	{'tp': 8251, 'tn': 8500, 'fp': 1532, 'fn': 1717}
3	0.7742	39.16933059692383	{'tp': 1451, 'tn': 2420, 'fp': 48, 'fn': 1081}	0.85725	102.2757339477539	{'tp': 8516, 'tn': 8629, 'fp': 1403, 'fn': 1452}
4	0.8616	25.42083740234375	{'tp': 2094, 'tn': 2214, 'fp': 254, 'fn': 438}	0.86885	94.86124420166016	{'tp': 8653, 'tn': 8724, 'fp': 1308, 'fn': 1315}
5	0.8294	31.711706161499023	{'tp': 1812, 'tn': 2335, 'fp': 133, 'fn': 720}	0.87875	89.38784790039062	{'tp': 8733, 'tn': 8842, 'fp': 1190, 'fn': 1235}
6	0.8482	27.653156280517578	{'tp': 1940, 'tn': 2301, 'fp': 167, 'fn': 592}	0.8833	84.68730163574219	{'tp': 8804, 'tn': 8862, 'fp': 1170, 'fn': 1164}
7	0.8776	22.017715454101562	{'tp': 2145, 'tn': 2243, 'fp': 225, 'fn': 387}	0.8911	80.77767944335938	{'tp': 8901, 'tn': 8921, 'fp': 1111, 'fn': 1067}
8	0.8722	22.662185668945312	{'tp': 2084, 'tn': 2277, 'fp': 191, 'fn': 448}	0.89455	78.08219146728516	{'tp': 8906, 'tn': 8985, 'fp': 1047, 'fn': 1062}
9	0.844	107.19886016845703	{'tp': 2182, 'tn': 2038, 'fp': 430, 'fn': 350}	0.90015	74.38198852539062	{'tp': 8984, 'tn': 9019, 'fp': 1013, 'fn': 984}
10	0.8734	22.922704696655273	{'tp': 2138, 'tn': 2229, 'fp': 239, 'fn': 394}	0.9004	74.31285858154297	{'tp': 8987, 'tn': 9021, 'fp': 1011, 'fn': 981}
11	0.878	22.405765533447266	{'tp': 2368, 'tn': 2022, 'fp': 446, 'fn': 164}	0.90515	68.81429290771484	{'tp': 9045, 'tn': 9058, 'fp': 974, 'fn': 923}
12	0.891	22.280548095703125	{'tp': 2268, 'tn': 2187, 'fp': 281, 'fn': 264}	0.9137	65.04296875	{'tp': 9117, 'tn': 9157, 'fp': 875, 'fn': 851}
