epoch	validation_accuracy	validation_loss	validation_conf_matrix	train_accuracy	train_loss	train_conf_matrix
10	0.719	42.81108856201172	{'tp': 1516, 'tn': 2079, 'fp': 378, 'fn': 1027}	0.72005	168.47958374023438	{'tp': 6831, 'tn': 7570, 'fp': 2473, 'fn': 3126}
11	0.7234	42.1861572265625	{'tp': 1565, 'tn': 2052, 'fp': 405, 'fn': 978}	0.7233	167.57476806640625	{'tp': 6929, 'tn': 7537, 'fp': 2506, 'fn': 3028}
12	0.7296	41.489803314208984	{'tp': 1878, 'tn': 1770, 'fp': 687, 'fn': 665}	0.72865	165.7913055419922	{'tp': 6986, 'tn': 7587, 'fp': 2456, 'fn': 2971}
13	0.7326	41.466590881347656	{'tp': 1967, 'tn': 1696, 'fp': 761, 'fn': 576}	0.7323	164.58883666992188	{'tp': 6988, 'tn': 7658, 'fp': 2385, 'fn': 2969}
14	0.7182	41.97038650512695	{'tp': 1951, 'tn': 1640, 'fp': 817, 'fn': 592}	0.73465	164.19723510742188	{'tp': 7043, 'tn': 7650, 'fp': 2393, 'fn': 2914}
15	0.7262	41.413368225097656	{'tp': 1908, 'tn': 1723, 'fp': 734, 'fn': 635}	0.7325	163.32847595214844	{'tp': 7044, 'tn': 7606, 'fp': 2437, 'fn': 2913}
16	0.6998	43.32338333129883	{'tp': 2119, 'tn': 1380, 'fp': 1077, 'fn': 424}	0.7368	161.9070281982422	{'tp': 7058, 'tn': 7678, 'fp': 2365, 'fn': 2899}
17	0.715	42.41535186767578	{'tp': 1617, 'tn': 1958, 'fp': 499, 'fn': 926}	0.73965	160.02073669433594	{'tp': 7122, 'tn': 7671, 'fp': 2372, 'fn': 2835}
18	0.7272	41.498958587646484	{'tp': 1954, 'tn': 1682, 'fp': 775, 'fn': 589}	0.74415	159.44508361816406	{'tp': 7150, 'tn': 7733, 'fp': 2310, 'fn': 2807}
19	0.7168	42.185691833496094	{'tp': 2061, 'tn': 1523, 'fp': 934, 'fn': 482}	0.74475	158.9456787109375	{'tp': 7137, 'tn': 7758, 'fp': 2285, 'fn': 2820}
20	0.737	41.28542709350586	{'tp': 1922, 'tn': 1763, 'fp': 694, 'fn': 621}	0.74905	157.32931518554688	{'tp': 7220, 'tn': 7761, 'fp': 2282, 'fn': 2737}
21	0.7226	42.3500862121582	{'tp': 2015, 'tn': 1598, 'fp': 859, 'fn': 528}	0.7507	155.89007568359375	{'tp': 7225, 'tn': 7789, 'fp': 2254, 'fn': 2732}
22	0.7384	40.32837677001953	{'tp': 1840, 'tn': 1852, 'fp': 605, 'fn': 703}	0.7532	155.45875549316406	{'tp': 7231, 'tn': 7833, 'fp': 2210, 'fn': 2726}
23	0.731	41.42441940307617	{'tp': 1762, 'tn': 1893, 'fp': 564, 'fn': 781}	0.7523	154.35894775390625	{'tp': 7243, 'tn': 7803, 'fp': 2240, 'fn': 2714}
24	0.7332	41.06806564331055	{'tp': 2004, 'tn': 1662, 'fp': 795, 'fn': 539}	0.7552	153.41928100585938	{'tp': 7281, 'tn': 7823, 'fp': 2220, 'fn': 2676}
25	0.6986	44.24776077270508	{'tp': 2117, 'tn': 1376, 'fp': 1081, 'fn': 426}	0.75675	152.9647674560547	{'tp': 7323, 'tn': 7812, 'fp': 2231, 'fn': 2634}
26	0.7086	43.20642852783203	{'tp': 2072, 'tn': 1471, 'fp': 986, 'fn': 471}	0.7611	151.4258270263672	{'tp': 7348, 'tn': 7874, 'fp': 2169, 'fn': 2609}
27	0.695	45.14596176147461	{'tp': 2184, 'tn': 1291, 'fp': 1166, 'fn': 359}	0.7616	151.10646057128906	{'tp': 7369, 'tn': 7863, 'fp': 2180, 'fn': 2588}
28	0.6742	48.27324295043945	{'tp': 2243, 'tn': 1128, 'fp': 1329, 'fn': 300}	0.76255	150.38711547851562	{'tp': 7360, 'tn': 7891, 'fp': 2152, 'fn': 2597}
